,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
307,308,50,2,0.0,7920,2,1.0,2,2,2,1,1,1,5,4,3,7,1920,1950,2,3,6,0.0,0.0,2,2,3,2.0,3.0,1.0,5.0,0,4.0,0,319,6,3,2,4.0,1035,371,0,0,0,1,0,3,1,1,6,7,0.0,0.0,0.0,0,0.0,0.0,1,0,144,0,0,0,0,0.0,0,3,2008,6,5,89500
308,309,30,4,0.0,12342,2,0.0,2,2,2,1,1,5,5,4,6,5,1940,1950,2,3,14,0.0,0.0,2,4,3,2.0,3.0,1.0,2.0,262,4.0,0,599,6,5,2,5.0,861,0,0,0,0,1,0,1,1,2,4,7,0.0,2.0,1.0,539,4.0,5.0,3,158,0,0,0,0,0,0.0,0,3,2009,6,5,82500
309,310,20,4,90.0,12378,2,0.0,2,2,2,1,1,5,5,4,6,5,2003,2004,2,3,14,0.0,0.0,3,4,6,4.0,3.0,4.0,6.0,1274,4.0,0,622,6,5,2,5.0,1944,0,0,1,0,2,0,3,1,4,8,7,5.0,5.0,3.0,708,4.0,5.0,3,208,175,0,0,0,0,0.0,0,11,2006,6,5,360000
310,311,60,4,0.0,7685,2,0.0,2,2,2,1,1,5,5,4,8,5,1993,1994,2,3,10,2.0,112.0,2,4,6,3.0,3.0,1.0,4.0,518,4.0,0,179,6,4,2,5.0,697,804,0,0,0,2,1,3,1,3,6,7,3.0,5.0,3.0,420,4.0,5.0,3,190,63,0,0,0,0,0.0,0,5,2006,6,5,165600
311,312,20,4,50.0,8000,2,0.0,1,2,2,1,1,5,5,4,6,6,1948,2002,2,3,14,0.0,0.0,2,3,3,2.0,3.0,1.0,4.0,680,4.0,0,292,6,5,2,5.0,972,0,0,1,0,1,0,2,1,2,5,7,4.0,2.0,1.0,240,4.0,5.0,3,0,0,0,0,0,0,0.0,0,5,2009,6,5,132000
312,313,190,2,65.0,7800,2,0.0,1,2,2,1,1,1,5,1,3,7,1939,1950,2,3,6,0.0,0.0,2,4,3,3.0,3.0,2.0,1.0,507,4.0,0,286,6,3,2,5.0,793,325,0,1,0,1,0,3,1,2,5,7,4.0,2.0,1.0,410,4.0,5.0,3,0,0,0,0,271,0,0.0,0,5,2006,6,5,119900
313,314,20,4,150.0,215245,2,0.0,4,3,2,1,3,5,5,4,6,5,1965,1965,5,3,12,0.0,0.0,2,4,3,3.0,3.0,4.0,4.0,1236,2.0,820,80,5,3,2,5.0,2036,0,0,2,0,2,0,3,1,2,8,7,4.0,5.0,2.0,513,4.0,5.0,3,0,0,0,0,0,0,0.0,0,6,2009,6,5,375000
314,315,70,2,60.0,9600,2,1.0,1,2,2,1,1,5,5,4,8,7,1925,1990,2,3,5,0.0,0.0,2,4,2,2.0,4.0,1.0,3.0,16,4.0,0,712,6,5,2,5.0,832,809,0,0,1,1,1,3,1,4,6,7,4.0,2.0,1.0,546,2.0,5.0,3,0,0,234,0,0,0,0.0,0,8,2006,6,5,178000
315,316,60,4,71.0,7795,2,0.0,2,2,2,1,1,5,5,4,8,5,2004,2005,2,3,14,0.0,0.0,3,4,6,3.0,3.0,1.0,6.0,425,4.0,0,291,6,5,2,5.0,716,716,0,1,0,2,1,3,1,3,6,7,4.0,5.0,3.0,432,4.0,5.0,3,100,51,0,0,0,0,0.0,0,7,2009,6,5,188500
316,317,60,4,94.0,13005,2,0.0,2,2,2,2,1,5,5,4,8,7,1980,1980,2,3,15,2.0,278.0,3,4,3,3.0,3.0,1.0,6.0,692,4.0,0,153,6,3,2,5.0,1153,1200,0,1,0,2,1,4,1,4,10,7,3.0,5.0,2.0,484,4.0,5.0,3,288,195,0,0,0,0,0.0,0,8,2009,6,5,260000
317,318,60,5,75.0,9000,2,0.0,1,2,2,1,1,5,5,4,8,5,2006,2006,2,3,14,0.0,0.0,3,4,6,3.0,3.0,3.0,5.0,0,4.0,0,1088,6,5,2,5.0,1088,871,0,0,0,2,1,3,1,3,8,7,4.0,5.0,2.0,1025,4.0,5.0,3,208,46,0,0,0,0,0.0,0,12,2007,6,5,270000
318,319,60,4,90.0,9900,2,0.0,1,3,2,1,2,5,5,4,8,5,1993,1993,2,3,10,2.0,256.0,3,4,6,3.0,3.0,4.0,6.0,987,4.0,0,360,6,5,2,5.0,1372,1274,0,1,0,2,1,4,1,3,9,7,3.0,5.0,2.0,656,4.0,5.0,3,340,60,144,0,0,0,0.0,0,4,2009,6,5,260000
319,320,80,4,0.0,14115,2,0.0,1,2,2,1,1,5,5,4,5,5,1980,1980,2,3,11,2.0,225.0,2,4,3,3.0,3.0,3.0,6.0,1036,4.0,0,336,6,3,2,5.0,1472,0,0,1,0,2,0,3,1,2,6,7,3.0,5.0,1.0,588,4.0,5.0,3,233,48,0,0,0,0,0.0,0,6,2009,6,5,187500
320,321,60,4,111.0,16259,2,0.0,1,2,2,2,1,5,5,4,8,5,2006,2006,2,3,14,3.0,370.0,2,4,6,4.0,4.0,3.0,5.0,0,4.0,0,1249,6,5,2,5.0,1249,1347,0,0,0,3,1,4,1,3,9,7,0.0,5.0,2.0,840,4.0,5.0,3,240,154,0,0,0,0,0.0,0,9,2006,8,6,342643
321,322,60,4,99.0,12099,2,0.0,2,2,2,1,1,5,5,4,8,5,2004,2004,2,3,14,2.0,388.0,3,4,6,4.0,3.0,3.0,6.0,970,4.0,0,166,6,5,2,5.0,1136,1332,0,1,0,2,1,4,1,3,10,7,4.0,6.0,3.0,872,4.0,5.0,3,184,154,0,0,0,0,0.0,0,6,2007,6,5,354000
322,323,60,4,86.0,10380,2,0.0,2,2,2,1,1,5,5,4,8,5,1986,1987,2,3,11,2.0,172.0,3,4,3,2.0,3.0,4.0,3.0,28,6.0,1474,0,6,5,2,5.0,1553,1177,0,1,0,2,1,4,1,3,8,7,3.0,5.0,3.0,576,4.0,5.0,3,201,96,0,0,0,0,0.0,0,8,2007,6,5,301000
323,324,20,2,49.0,5820,2,0.0,1,2,2,1,1,5,5,4,6,8,1955,2005,2,3,14,0.0,0.0,2,3,3,2.0,3.0,1.0,4.0,256,4.0,0,906,6,5,2,5.0,1163,0,0,1,0,1,0,3,1,2,6,7,0.0,5.0,1.0,220,2.0,5.0,3,142,98,0,0,0,0,0.0,0,7,2006,6,5,126175
324,325,80,4,96.0,11275,2,0.0,1,2,2,2,1,8,5,4,5,7,1967,2007,3,6,5,2.0,300.0,3,3,3,3.0,3.0,1.0,5.0,0,4.0,0,710,6,5,2,5.0,1898,1080,0,0,0,2,1,5,1,3,11,7,4.0,6.0,3.0,564,4.0,5.0,3,240,0,0,0,0,0,0.0,0,6,2010,6,5,242000
325,326,45,2,50.0,5000,2,0.0,1,2,2,1,1,2,5,4,1,6,1941,1950,2,3,6,0.0,0.0,2,4,3,2.0,3.0,3.0,2.0,116,4.0,0,604,6,1,1,3.0,803,0,0,0,0,1,0,2,1,2,5,7,0.0,2.0,1.0,360,4.0,5.0,3,0,0,244,0,0,0,0.0,0,12,2007,6,5,87000
326,327,120,4,32.0,10846,2,0.0,2,2,2,4,1,5,5,5,6,5,1993,1993,2,3,12,0.0,0.0,3,4,6,3.0,3.0,4.0,6.0,1619,4.0,0,100,6,5,2,5.0,1719,0,0,2,0,1,1,1,1,3,6,7,4.0,5.0,3.0,473,4.0,5.0,3,122,30,0,0,0,0,0.0,0,5,2008,9,5,324000
327,328,20,4,80.0,11600,2,0.0,1,2,2,1,1,5,5,4,6,5,1960,1960,5,3,5,2.0,175.0,2,4,3,2.0,3.0,1.0,1.0,565,4.0,0,818,6,3,2,5.0,1383,0,0,0,0,1,1,3,1,2,7,7,0.0,5.0,2.0,292,4.0,5.0,3,0,45,0,0,0,0,0.0,0,4,2006,6,5,145250
328,329,75,4,0.0,11888,2,2.0,2,1,2,1,1,8,5,4,4,6,1916,1994,2,3,7,0.0,0.0,2,4,2,2.0,3.0,1.0,5.0,0,4.0,0,844,6,4,1,4.0,1445,689,0,0,0,2,0,5,1,3,10,7,0.0,2.0,1.0,441,4.0,5.0,3,0,60,268,0,0,0,0.0,0,7,2009,6,5,214500
329,330,70,2,60.0,6402,2,0.0,1,2,2,2,1,5,5,4,8,5,1920,1950,2,3,7,0.0,0.0,2,4,6,2.0,3.0,2.0,5.0,0,4.0,0,596,6,3,1,5.0,596,596,0,0,0,1,0,3,1,2,6,7,0.0,2.0,1.0,189,2.0,2.0,1,0,0,137,0,0,0,0.0,0,7,2009,6,5,78000
330,331,90,4,0.0,10624,2,0.0,2,2,2,1,1,5,5,2,6,4,1964,1964,2,3,10,2.0,84.0,2,4,3,2.0,3.0,1.0,6.0,40,2.0,264,1424,6,3,2,5.0,1728,0,0,0,1,2,0,6,2,2,10,7,0.0,2.0,1.0,352,4.0,5.0,3,155,0,0,0,0,0,0.0,0,11,2007,6,5,119000
331,332,20,4,70.0,8176,2,0.0,1,2,2,1,1,5,5,4,6,6,1958,1992,2,3,5,0.0,0.0,2,4,3,2.0,3.0,1.0,1.0,846,4.0,0,210,6,2,2,5.0,1056,0,0,1,0,1,0,3,1,2,6,7,0.0,5.0,2.0,308,4.0,5.0,3,0,0,0,0,0,0,0.0,0,8,2007,6,5,139000
332,333,20,4,85.0,10655,2,0.0,2,2,2,1,1,5,5,4,6,5,2003,2004,2,3,14,2.0,296.0,3,4,6,3.0,3.0,1.0,6.0,1124,0.0,479,1603,6,5,2,5.0,1629,0,0,1,0,2,0,3,1,3,7,7,4.0,5.0,2.0,880,4.0,5.0,3,0,0,0,0,0,0,0.0,0,10,2009,6,5,284000
333,334,120,2,59.0,8198,2,0.0,1,2,2,5,1,5,5,5,6,5,2004,2004,2,3,14,3.0,146.0,3,4,6,3.0,3.0,3.0,6.0,720,4.0,0,638,6,5,2,5.0,1358,0,0,1,0,2,0,2,1,3,6,7,4.0,5.0,2.0,484,4.0,5.0,3,192,30,0,0,0,0,0.0,0,7,2008,6,5,207000
334,335,60,4,59.0,9042,2,0.0,2,2,2,1,1,5,5,4,8,5,1998,1998,2,3,14,0.0,0.0,2,4,6,3.0,3.0,4.0,6.0,828,4.0,0,115,6,4,2,5.0,943,695,0,1,0,2,1,3,1,2,7,7,3.0,5.0,3.0,472,4.0,5.0,3,100,38,0,0,0,0,0.0,0,7,2008,6,5,192000
335,336,190,4,0.0,164660,1,0.0,2,4,2,2,3,5,5,1,3,6,1965,1965,2,3,11,0.0,0.0,2,4,3,2.0,3.0,4.0,4.0,1249,1.0,147,103,6,5,2,5.0,1619,167,0,2,0,2,0,3,1,2,7,7,4.0,5.0,3.0,529,4.0,5.0,3,670,0,0,0,0,0,2.0,700,8,2008,6,5,228950
336,337,20,4,86.0,14157,2,0.0,2,4,2,2,1,5,5,4,6,5,2005,2006,5,3,14,3.0,200.0,3,4,6,4.0,3.0,4.0,6.0,1249,4.0,0,673,6,5,2,5.0,1922,0,0,1,0,2,0,3,1,3,8,7,4.0,5.0,3.0,676,4.0,5.0,3,178,51,0,0,0,0,0.0,0,7,2007,6,5,377426
337,338,20,4,70.0,9135,2,0.0,1,2,2,1,1,5,5,4,6,5,2002,2003,2,3,14,2.0,113.0,3,4,6,3.0,3.0,3.0,6.0,810,4.0,0,726,6,5,2,5.0,1536,0,0,1,0,2,0,3,1,3,7,7,0.0,5.0,2.0,532,4.0,5.0,3,192,74,0,0,0,0,0.0,0,12,2008,6,5,214000
338,339,20,4,91.0,14145,2,0.0,1,2,2,2,1,5,5,4,6,7,1984,1998,2,3,5,0.0,0.0,3,4,3,3.0,3.0,2.0,4.0,213,4.0,0,995,6,5,2,5.0,1621,0,0,1,0,2,0,3,1,3,8,7,0.0,5.0,2.0,440,4.0,5.0,3,108,45,0,0,0,0,2.0,400,5,2006,6,5,202500
339,340,20,4,66.0,12400,2,0.0,2,2,2,1,1,3,5,4,6,7,1958,1998,5,3,5,2.0,176.0,2,4,3,2.0,2.0,1.0,1.0,585,4.0,0,630,6,3,2,4.0,1215,0,0,0,0,1,0,3,1,2,6,7,0.0,5.0,1.0,297,4.0,5.0,3,0,0,0,0,234,0,0.0,0,6,2009,6,5,155000
340,341,60,4,85.0,14191,2,0.0,1,2,2,1,1,5,5,4,8,5,2002,2002,2,3,14,0.0,0.0,3,4,6,3.0,3.0,1.0,5.0,0,4.0,0,967,6,5,2,5.0,993,915,0,0,0,2,1,4,1,3,9,7,0.0,5.0,3.0,431,4.0,5.0,3,135,0,0,0,0,0,0.0,0,4,2010,6,5,202900
341,342,20,3,60.0,8400,2,0.0,1,2,2,1,1,3,5,4,6,4,1950,1950,2,3,2,0.0,0.0,1,2,3,2.0,2.0,1.0,5.0,0,4.0,0,721,6,4,2,5.0,841,0,0,0,0,1,0,2,1,2,4,7,0.0,1.0,1.0,294,4.0,5.0,1,250,0,24,0,0,0,0.0,0,9,2009,6,5,82000
342,343,90,4,0.0,8544,2,0.0,1,2,2,1,1,5,5,2,6,4,1949,1950,2,3,8,2.0,340.0,2,4,1,0.0,0.0,0.0,0.0,0,0.0,0,0,3,2,1,4.0,1040,0,0,0,0,2,0,2,2,2,6,7,0.0,2.0,1.0,400,4.0,5.0,3,0,0,0,0,0,0,0.0,0,5,2006,6,5,87500
343,344,120,4,63.0,8849,2,0.0,2,2,2,1,1,5,5,5,6,5,2005,2005,5,3,6,2.0,616.0,4,4,6,4.0,3.0,1.0,6.0,28,4.0,0,1656,6,5,2,5.0,1684,0,0,0,0,2,0,2,1,4,6,7,5.0,5.0,2.0,564,4.0,5.0,3,495,72,0,0,0,0,0.0,0,7,2008,6,5,266000
344,345,160,2,36.0,2592,2,0.0,1,2,2,1,1,5,5,5,8,3,1976,1976,2,3,15,0.0,0.0,2,4,3,3.0,3.0,1.0,1.0,129,1.0,232,175,6,3,2,5.0,536,576,0,0,0,1,1,3,1,2,4,7,0.0,5.0,1.0,336,4.0,5.0,3,182,0,0,0,0,0,0.0,0,4,2010,6,5,85000
345,346,50,4,65.0,6435,2,0.0,1,2,2,1,1,4,5,4,3,5,1939,1950,2,3,6,0.0,0.0,2,4,2,2.0,3.0,1.0,5.0,0,4.0,0,972,6,4,2,5.0,972,605,0,0,0,1,0,3,1,1,6,7,4.0,2.0,1.0,312,4.0,5.0,3,0,0,0,0,0,0,0.0,0,10,2006,6,5,140200
346,347,20,4,0.0,12772,2,0.0,2,2,2,4,1,5,5,4,6,8,1960,1998,5,3,6,0.0,0.0,2,3,3,2.0,3.0,2.0,2.0,498,4.0,0,460,6,3,2,5.0,958,0,0,0,0,1,0,2,1,2,5,7,0.0,5.0,2.0,301,4.0,5.0,3,0,0,0,0,0,0,3.0,15500,4,2007,6,5,151500
347,348,20,4,0.0,17600,2,0.0,2,2,2,1,1,5,5,4,6,5,1960,1960,2,3,5,2.0,30.0,2,4,3,2.0,3.0,1.0,2.0,1270,4.0,0,208,6,5,2,4.0,1478,0,0,1,0,2,0,3,1,2,6,7,4.0,5.0,1.0,498,4.0,5.0,3,0,40,0,0,0,0,0.0,0,12,2009,6,5,157500
348,349,160,4,36.0,2448,2,0.0,1,2,2,1,1,5,5,3,8,5,2003,2004,2,3,7,3.0,106.0,3,4,6,3.0,3.0,1.0,6.0,573,4.0,0,191,6,5,2,5.0,764,862,0,1,0,2,1,2,1,3,6,7,0.0,6.0,2.0,474,4.0,5.0,3,0,27,0,0,0,0,0.0,0,10,2008,6,5,154000
350,351,120,4,68.0,7820,2,0.0,2,2,2,1,1,5,5,5,6,5,2007,2007,5,3,6,2.0,362.0,4,4,6,4.0,3.0,1.0,5.0,0,4.0,0,1869,6,5,2,5.0,1869,0,0,0,0,2,0,2,1,4,6,7,4.0,5.0,2.0,617,4.0,5.0,3,210,54,0,0,0,0,0.0,0,12,2007,8,6,318061
351,352,120,4,0.0,5271,2,0.0,2,3,2,1,2,5,5,4,6,5,1986,1986,2,3,5,0.0,0.0,2,4,6,3.0,3.0,4.0,6.0,1082,4.0,0,371,6,4,2,5.0,1453,0,0,1,0,1,1,2,1,3,6,7,3.0,5.0,2.0,445,4.0,5.0,3,0,80,0,0,184,0,0.0,0,12,2006,6,2,190000
352,353,50,4,60.0,9084,2,0.0,1,2,2,1,1,1,5,4,3,6,1941,1950,2,3,14,0.0,0.0,2,4,3,2.0,2.0,2.0,3.0,236,2.0,380,0,6,3,1,5.0,616,495,0,0,1,1,0,3,1,2,5,7,0.0,2.0,1.0,200,4.0,2.0,3,48,0,0,0,0,0,0.0,0,3,2008,4,5,95000
353,354,30,2,60.0,8520,2,0.0,1,2,2,1,1,5,5,4,6,8,1928,2003,2,3,14,0.0,0.0,2,3,2,2.0,3.0,1.0,5.0,0,4.0,0,624,6,4,2,5.0,720,0,0,0,0,1,0,2,1,2,5,7,0.0,2.0,1.0,484,4.0,5.0,3,106,0,0,0,0,0,0.0,0,5,2010,6,5,105900
354,355,50,4,60.0,8400,2,0.0,1,1,2,1,1,5,5,4,3,5,1940,2000,2,3,6,0.0,0.0,2,4,3,2.0,3.0,1.0,3.0,388,4.0,0,552,6,5,2,5.0,1192,403,0,0,0,1,0,2,1,2,6,7,4.0,5.0,1.0,240,4.0,5.0,3,0,0,108,0,0,0,0.0,0,6,2006,6,5,140000
355,356,20,4,105.0,11249,2,0.0,3,2,2,1,1,5,5,4,6,5,1995,1995,2,3,14,0.0,0.0,3,3,6,3.0,4.0,1.0,4.0,334,1.0,544,322,6,5,2,5.0,1200,0,0,1,0,2,0,3,1,3,6,7,0.0,5.0,2.0,521,4.0,5.0,3,0,26,0,0,0,0,0.0,0,8,2007,6,5,177500
356,357,20,4,0.0,9248,2,0.0,2,2,2,1,1,5,5,4,6,6,1992,1992,2,3,10,2.0,106.0,2,4,6,3.0,3.0,1.0,6.0,560,4.0,0,598,6,4,2,5.0,1167,0,0,1,0,2,0,3,1,3,6,7,0.0,5.0,2.0,400,4.0,5.0,3,120,26,0,0,0,0,0.0,0,7,2009,6,5,173000
357,358,120,2,44.0,4224,2,0.0,1,2,2,1,1,5,5,5,6,5,1976,1976,2,3,15,0.0,0.0,2,4,6,3.0,3.0,1.0,4.0,874,4.0,0,268,6,3,2,5.0,1142,0,0,1,0,1,1,3,1,2,6,7,1.0,5.0,3.0,528,4.0,5.0,3,536,90,0,0,0,0,0.0,0,8,2007,6,5,134000
358,359,80,4,92.0,6930,2,0.0,2,2,2,1,1,5,5,4,5,4,1958,1958,5,3,13,2.0,120.0,2,4,3,2.0,3.0,3.0,2.0,300,2.0,294,468,6,5,2,3.0,1352,0,0,0,1,1,0,3,1,3,6,4,0.0,6.0,1.0,288,4.0,5.0,3,168,0,294,0,0,0,0.0,0,7,2006,6,2,130000
359,360,60,4,78.0,12011,2,0.0,2,2,2,4,1,5,5,4,8,5,1998,1998,2,3,14,2.0,530.0,3,4,6,3.0,3.0,3.0,6.0,956,4.0,0,130,6,5,2,5.0,1086,838,0,1,0,2,1,3,1,3,7,7,3.0,5.0,2.0,592,4.0,5.0,3,208,75,0,0,374,0,0.0,0,6,2006,6,5,280000
360,361,85,4,0.0,7540,2,0.0,2,2,2,4,1,5,5,4,2,6,1978,1978,2,3,14,0.0,0.0,2,4,3,3.0,3.0,3.0,6.0,773,4.0,0,115,6,5,2,5.0,912,0,0,1,0,1,0,2,1,2,5,7,3.0,5.0,2.0,470,4.0,5.0,3,0,0,0,0,192,0,0.0,0,6,2007,6,5,156000
361,362,50,4,0.0,9144,2,2.0,1,2,2,1,1,5,5,4,3,5,1940,1982,2,3,6,0.0,0.0,2,4,3,2.0,3.0,1.0,1.0,399,4.0,0,484,6,4,2,5.0,988,517,0,1,0,1,0,3,1,2,8,7,0.0,2.0,1.0,240,4.0,5.0,1,0,0,0,0,0,0,0.0,0,7,2008,6,5,145000
362,363,85,4,64.0,7301,2,0.0,1,2,2,2,1,5,5,4,2,5,2003,2003,2,3,10,2.0,500.0,3,4,1,0.0,0.0,0.0,0.0,0,0.0,0,0,6,5,2,5.0,495,1427,0,0,0,3,0,4,1,3,7,7,5.0,6.0,2.0,672,4.0,5.0,3,0,0,177,0,0,0,0.0,0,7,2009,3,5,198500
363,364,160,2,21.0,1680,2,0.0,1,2,2,1,1,5,5,3,8,8,1972,2007,2,3,10,2.0,510.0,2,4,3,2.0,3.0,1.0,4.0,162,4.0,0,321,6,4,2,5.0,483,504,0,0,0,1,1,2,1,3,5,7,0.0,2.0,1.0,264,4.0,5.0,3,250,0,0,0,0,0,0.0,0,5,2009,6,5,118000
364,365,60,4,0.0,18800,2,0.0,2,2,2,3,1,5,5,4,8,5,1976,1976,2,3,10,2.0,120.0,2,4,6,3.0,3.0,2.0,6.0,712,4.0,0,84,6,3,2,5.0,790,784,0,1,0,2,1,3,1,2,6,7,3.0,5.0,3.0,566,4.0,5.0,3,306,111,0,0,0,0,0.0,0,7,2006,6,5,190000
365,366,70,2,59.0,10690,2,0.0,1,2,2,1,1,5,5,4,8,7,1920,1997,5,3,14,0.0,0.0,2,3,3,2.0,2.0,1.0,1.0,456,4.0,0,216,6,4,2,4.0,672,672,0,0,0,1,0,3,1,2,6,7,0.0,2.0,1.0,468,4.0,2.0,3,0,128,218,0,0,0,0.0,0,7,2009,6,5,147000
366,367,20,4,0.0,9500,2,0.0,2,2,2,1,1,5,5,4,6,5,1963,1963,2,3,11,2.0,247.0,2,4,3,3.0,3.0,1.0,2.0,609,4.0,0,785,6,4,2,5.0,1394,0,0,1,0,1,1,3,1,2,6,7,4.0,5.0,2.0,514,4.0,5.0,3,0,76,0,0,185,0,0.0,0,7,2009,6,5,159000
367,368,80,4,101.0,9150,2,0.0,2,2,2,2,1,5,5,4,5,5,1962,1962,2,5,11,2.0,305.0,2,4,3,3.0,3.0,4.0,6.0,371,4.0,0,728,6,4,2,5.0,1431,0,0,0,1,1,0,3,1,2,6,7,4.0,4.0,2.0,296,4.0,5.0,3,64,110,0,0,0,0,0.0,0,12,2008,6,5,165000
368,369,20,4,78.0,7800,2,0.0,1,2,2,1,1,5,5,4,6,6,1954,1954,2,3,10,2.0,200.0,2,4,6,2.0,3.0,1.0,3.0,540,4.0,0,728,6,4,2,5.0,1268,0,0,0,0,1,0,2,1,2,7,7,4.0,5.0,3.0,244,4.0,5.0,3,0,98,0,0,0,0,0.0,0,3,2010,6,5,132000
369,370,20,4,0.0,9830,2,0.0,2,2,2,2,1,5,5,4,6,7,1959,2006,2,3,5,0.0,0.0,2,3,3,2.0,3.0,1.0,4.0,72,2.0,258,733,6,5,2,5.0,1287,0,0,1,0,1,0,3,1,3,7,7,4.0,2.0,3.0,576,4.0,5.0,3,364,17,0,0,182,0,0.0,0,3,2010,6,5,162000
370,371,60,4,0.0,8121,2,0.0,2,2,2,1,1,5,5,4,8,5,2000,2000,2,3,14,0.0,0.0,2,4,6,3.0,3.0,1.0,5.0,0,4.0,0,953,6,5,2,5.0,953,711,0,0,0,2,1,3,1,2,7,7,3.0,5.0,2.0,460,4.0,5.0,3,100,40,0,0,0,0,0.0,0,1,2006,6,5,172400
371,372,50,4,80.0,17120,2,0.0,1,2,2,1,1,3,5,4,3,4,1959,1959,2,3,11,0.0,0.0,2,4,3,0.0,0.0,0.0,0.0,0,0.0,0,0,6,3,2,5.0,1120,468,0,0,0,2,0,4,1,2,7,4,4.0,2.0,3.0,680,4.0,5.0,1,0,59,0,0,0,0,0.0,0,7,2008,6,5,134432
372,373,120,4,50.0,7175,2,0.0,1,2,2,1,1,5,5,5,6,5,1984,1984,2,3,11,0.0,0.0,2,4,3,3.0,3.0,1.0,4.0,623,3.0,121,0,6,3,2,5.0,752,0,0,1,0,1,0,2,1,2,4,7,0.0,5.0,1.0,264,4.0,5.0,3,353,0,0,0,90,0,0.0,0,2,2010,6,5,125000
373,374,20,4,79.0,10634,2,0.0,1,2,2,1,1,5,5,4,6,6,1953,1953,2,3,6,0.0,0.0,2,4,6,2.0,3.0,1.0,2.0,428,3.0,180,0,6,3,2,5.0,1319,0,0,1,0,1,0,3,1,2,5,4,0.0,5.0,1.0,270,4.0,5.0,3,66,0,0,0,0,0,0.0,0,11,2009,6,5,123000
374,375,60,4,65.0,8200,2,0.0,1,2,2,1,1,5,5,4,8,5,2003,2004,2,3,14,0.0,0.0,3,4,6,3.0,3.0,1.0,5.0,0,4.0,0,847,6,5,2,5.0,847,1081,0,0,0,2,1,4,1,3,8,7,4.0,6.0,3.0,434,4.0,5.0,3,100,48,0,0,0,0,0.0,0,7,2007,6,5,219500
375,376,30,4,0.0,10020,2,0.0,2,3,2,1,3,5,5,4,6,1,1922,1950,2,3,5,0.0,0.0,1,2,2,1.0,1.0,4.0,2.0,350,4.0,0,333,6,4,1,4.0,904,0,0,1,0,0,1,1,1,1,4,6,0.0,0.0,0.0,0,0.0,0.0,3,0,0,0,0,0,0,0.0,0,3,2009,6,5,61000
376,377,85,4,57.0,8846,2,0.0,2,2,2,4,1,5,5,4,2,5,1996,1996,2,3,14,0.0,0.0,3,4,6,3.0,3.0,3.0,6.0,298,4.0,0,572,6,5,2,5.0,914,0,0,0,0,1,0,2,1,2,5,7,0.0,2.0,1.0,576,4.0,5.0,3,0,0,0,0,0,0,0.0,0,7,2006,6,5,148000
377,378,60,5,102.0,11143,2,0.0,2,2,2,2,1,5,5,4,8,5,2004,2005,2,3,15,0.0,0.0,3,4,6,3.0,3.0,1.0,5.0,0,4.0,0,1580,6,5,2,5.0,1580,886,0,0,0,3,0,4,1,3,8,7,4.0,5.0,2.0,610,4.0,5.0,3,159,214,0,0,0,0,0.0,0,12,2007,6,5,340000
378,379,20,4,88.0,11394,2,0.0,1,2,2,2,1,5,5,4,6,2,2010,2010,5,3,14,3.0,350.0,3,4,6,4.0,3.0,3.0,6.0,1445,4.0,0,411,6,5,2,5.0,1856,0,0,1,0,1,1,1,1,4,8,7,5.0,5.0,3.0,834,4.0,5.0,3,113,0,0,0,0,0,0.0,0,6,2010,8,6,394432
379,380,60,4,60.0,8123,2,0.0,2,2,2,1,1,4,5,4,8,5,2000,2000,2,3,14,2.0,16.0,2,4,6,3.0,3.0,1.0,5.0,0,4.0,0,982,6,5,2,5.0,1007,793,0,0,0,2,1,3,1,2,7,7,3.0,5.0,3.0,463,4.0,5.0,3,100,63,0,0,0,0,0.0,0,6,2009,6,5,179000
380,381,50,4,50.0,5000,2,2.0,1,2,2,1,1,5,5,4,3,6,1924,1950,2,3,5,0.0,0.0,2,4,2,2.0,3.0,1.0,3.0,218,4.0,0,808,6,3,2,5.0,1026,665,0,0,0,2,0,3,1,3,6,7,4.0,2.0,1.0,308,4.0,5.0,3,0,0,242,0,0,0,0.0,0,5,2010,6,5,127000
381,382,20,5,60.0,7200,2,2.0,1,2,2,1,1,5,5,4,6,5,2006,2006,2,3,14,0.0,0.0,3,4,6,3.0,4.0,1.0,5.0,0,4.0,0,1293,6,5,2,5.0,1301,0,0,1,0,2,0,2,1,3,5,7,4.0,5.0,2.0,572,4.0,5.0,3,216,121,0,0,0,0,0.0,0,8,2006,8,6,187750
