,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
370,371,60,4,0.0,8121,2,0.0,2,2,2,1,1,5,5,8,6,5,2000,2,3,14,0.0,2,4,6,3.0,3.0,1.0,5.0,4.0,0,953,6,5,2,5.0,953,0,1664,0,0,2,1,1,2,7,7,3.0,2.0,2,460,4.0,5.0,3,100,40,0,0,0,0,0.0,0,1,2006,6,5,172400
371,372,50,4,80.0,17120,2,0.0,1,2,2,1,1,3,5,3,4,4,1959,2,3,11,0.0,2,4,3,0.0,0.0,0.0,0.0,0.0,0,0,6,3,2,5.0,1120,0,1588,0,0,2,0,1,2,7,4,4.0,3.0,2,680,4.0,5.0,1,0,59,0,0,0,0,0.0,0,7,2008,6,5,134432
372,373,120,4,50.0,7175,2,0.0,1,2,2,1,1,5,5,6,6,5,1984,2,3,11,0.0,2,4,3,3.0,3.0,1.0,4.0,3.0,121,0,6,3,2,5.0,752,0,752,1,0,1,0,1,2,4,7,0.0,1.0,1,264,4.0,5.0,3,353,0,0,0,90,0,0.0,0,2,2010,6,5,125000
373,374,20,4,79.0,10634,2,0.0,1,2,2,1,1,5,5,6,5,6,1953,2,3,6,0.0,2,4,6,2.0,3.0,1.0,2.0,3.0,180,0,6,3,2,5.0,1319,0,1319,1,0,1,0,1,2,5,4,0.0,1.0,1,270,4.0,5.0,3,66,0,0,0,0,0,0.0,0,11,2009,6,5,123000
374,375,60,4,65.0,8200,2,0.0,1,2,2,1,1,5,5,8,7,5,2003,2,3,14,0.0,3,4,6,3.0,3.0,1.0,5.0,4.0,0,847,6,5,2,5.0,847,0,1928,0,0,2,1,1,3,8,7,4.0,3.0,2,434,4.0,5.0,3,100,48,0,0,0,0,0.0,0,7,2007,6,5,219500
375,376,30,4,0.0,10020,2,0.0,2,3,2,1,3,5,5,6,1,1,1922,2,3,5,0.0,1,2,2,1.0,1.0,4.0,2.0,4.0,0,333,6,4,1,4.0,904,0,904,1,0,0,1,1,1,4,6,0.0,0.0,0,0,0.0,0.0,3,0,0,0,0,0,0,0.0,0,3,2009,6,5,61000
376,377,85,4,57.0,8846,2,0.0,2,2,2,4,1,5,5,2,5,5,1996,2,3,14,0.0,3,4,6,3.0,3.0,3.0,6.0,4.0,0,572,6,5,2,5.0,914,0,914,0,0,1,0,1,2,5,7,0.0,1.0,2,576,4.0,5.0,3,0,0,0,0,0,0,0.0,0,7,2006,6,5,148000
377,378,60,5,102.0,11143,2,0.0,2,2,2,2,1,5,5,8,8,5,2004,2,3,15,0.0,3,4,6,3.0,3.0,1.0,5.0,4.0,0,1580,6,5,2,5.0,1580,0,2466,0,0,3,0,1,3,8,7,4.0,2.0,2,610,4.0,5.0,3,159,214,0,0,0,0,0.0,0,12,2007,6,5,340000
378,379,20,4,88.0,11394,2,0.0,1,2,2,2,1,5,5,6,9,2,2010,5,3,14,350.0,3,4,6,4.0,3.0,3.0,6.0,4.0,0,411,6,5,2,5.0,1856,0,1856,1,0,1,1,1,4,8,7,5.0,3.0,3,834,4.0,5.0,3,113,0,0,0,0,0,0.0,0,6,2010,8,6,394432
379,380,60,4,60.0,8123,2,0.0,2,2,2,1,1,4,5,8,6,5,2000,2,3,14,16.0,2,4,6,3.0,3.0,1.0,5.0,4.0,0,982,6,5,2,5.0,1007,0,1800,0,0,2,1,1,2,7,7,3.0,3.0,2,463,4.0,5.0,3,100,63,0,0,0,0,0.0,0,6,2009,6,5,179000
380,381,50,4,50.0,5000,2,2.0,1,2,2,1,1,5,5,3,5,6,1924,2,3,5,0.0,2,4,2,2.0,3.0,1.0,3.0,4.0,0,808,6,3,2,5.0,1026,0,1691,0,0,2,0,1,3,6,7,4.0,1.0,1,308,4.0,5.0,3,0,0,242,0,0,0,0.0,0,5,2010,6,5,127000
381,382,20,5,60.0,7200,2,2.0,1,2,2,1,1,5,5,6,7,5,2006,2,3,14,0.0,3,4,6,3.0,4.0,1.0,5.0,4.0,0,1293,6,5,2,5.0,1301,0,1301,1,0,2,0,1,3,5,7,4.0,2.0,2,572,4.0,5.0,3,216,121,0,0,0,0,0.0,0,8,2006,8,6,187750
382,383,60,4,79.0,9245,2,0.0,2,2,2,1,1,5,5,8,7,5,2006,2,3,14,0.0,3,4,6,3.0,3.0,3.0,5.0,4.0,0,939,6,5,2,5.0,939,0,1797,0,0,2,1,1,3,8,7,0.0,2.0,2,639,4.0,5.0,3,144,53,0,0,0,0,0.0,0,4,2007,6,5,213500
383,384,45,3,60.0,9000,2,0.0,1,2,2,2,1,5,5,1,6,3,1928,2,3,5,0.0,2,4,2,1.0,2.0,1.0,5.0,4.0,0,784,6,3,1,4.0,784,0,784,0,0,1,0,1,2,5,7,0.0,1.0,2,360,2.0,2.0,1,0,0,91,0,0,0,0.0,0,10,2009,6,5,76000
384,385,60,4,0.0,53107,2,0.0,3,3,2,2,2,3,5,8,6,5,1992,2,3,10,0.0,3,4,6,3.0,3.0,3.0,6.0,4.0,0,595,6,5,2,5.0,1079,0,1953,1,0,2,1,1,3,9,7,2.0,3.0,2,501,4.0,5.0,3,216,231,0,0,0,0,0.0,0,6,2007,6,5,240000
385,386,120,4,43.0,3182,2,0.0,1,2,2,1,1,5,5,6,8,5,2004,2,3,14,16.0,3,4,6,3.0,3.0,1.0,6.0,4.0,0,1232,6,5,2,5.0,1269,0,1269,0,0,2,0,1,3,6,7,3.0,3.0,2,430,4.0,5.0,3,146,20,0,0,144,0,0.0,0,4,2010,6,5,192000
386,387,50,4,58.0,8410,2,0.0,1,2,2,3,1,3,5,3,5,3,1910,1,3,14,0.0,2,2,6,2.0,3.0,1.0,5.0,4.0,0,658,6,3,2,5.0,658,0,1184,0,0,1,0,1,2,8,7,0.0,0.0,0,0,0.0,0.0,1,0,151,0,0,0,0,0.0,0,5,2006,6,1,81000
387,388,80,4,72.0,7200,2,0.0,1,2,2,1,1,5,5,5,6,6,1976,5,3,6,255.0,2,4,3,2.0,3.0,3.0,4.0,4.0,0,410,6,5,2,5.0,1125,0,1125,1,0,1,0,1,2,6,7,2.0,1.0,1,352,4.0,5.0,3,296,0,0,0,0,0,0.0,0,10,2009,6,2,125000
388,389,20,4,93.0,9382,2,0.0,2,2,2,4,1,5,5,6,7,5,1999,2,3,14,125.0,3,4,6,3.0,3.0,1.0,5.0,4.0,0,1468,6,5,2,5.0,1479,0,1479,0,0,2,0,1,3,6,7,0.0,2.0,2,577,4.0,5.0,3,120,25,0,0,0,0,0.0,0,7,2008,6,5,191000
390,391,50,4,50.0,8405,2,1.0,1,2,2,1,1,5,5,3,5,8,1900,2,3,6,0.0,2,4,2,2.0,4.0,1.0,1.0,1.0,391,229,6,5,2,5.0,961,0,1367,1,0,1,0,1,2,7,7,0.0,1.0,1,384,4.0,5.0,3,0,130,112,0,0,0,0.0,0,4,2008,6,5,119000
391,392,60,4,71.0,12209,2,0.0,2,2,2,4,1,5,5,8,6,5,2001,2,3,14,0.0,2,4,6,4.0,3.0,1.0,4.0,4.0,0,114,6,5,2,5.0,804,0,1961,1,0,2,1,1,3,7,7,3.0,3.0,2,560,4.0,5.0,3,125,192,0,0,0,0,0.0,0,6,2009,6,5,215000
392,393,20,4,0.0,8339,2,0.0,2,2,2,1,1,5,5,6,5,7,1959,2,3,6,0.0,2,4,1,0.0,0.0,0.0,0.0,0.0,0,0,6,3,2,5.0,882,0,882,0,0,1,0,1,2,5,7,0.0,2.0,1,294,4.0,5.0,3,0,0,0,0,0,0,2.0,1200,7,2007,6,5,106500
393,394,30,4,0.0,7446,2,0.0,1,2,2,2,1,3,5,6,4,5,1941,2,3,7,0.0,2,4,3,2.0,3.0,1.0,1.0,4.0,0,522,6,3,2,4.0,788,0,788,0,0,1,0,1,2,4,7,3.0,0.0,0,0,0.0,0.0,3,0,0,0,0,0,0,0.0,0,4,2006,6,2,100000
394,395,50,4,60.0,10134,2,0.0,1,2,2,1,1,5,5,3,5,6,1940,2,3,6,0.0,2,4,3,2.0,3.0,1.0,5.0,4.0,0,735,6,4,2,4.0,735,0,1034,0,0,1,0,1,2,5,7,0.0,1.0,1,240,4.0,5.0,3,0,39,0,0,0,0,0.0,0,7,2007,6,5,109000
395,396,20,4,68.0,9571,2,0.0,1,2,2,1,1,5,5,6,5,6,1956,2,3,5,0.0,2,4,3,2.0,3.0,3.0,2.0,4.0,0,405,6,3,2,5.0,1144,0,1144,1,0,1,0,1,2,6,7,0.0,1.0,1,596,4.0,5.0,3,44,0,0,0,0,0,0.0,0,6,2010,6,5,129000
396,397,20,4,60.0,7200,2,0.0,1,3,2,1,1,5,5,6,5,5,1972,5,3,6,0.0,2,4,3,2.0,3.0,3.0,1.0,4.0,0,117,6,3,2,5.0,894,0,894,0,0,1,0,1,2,6,7,0.0,2.0,2,600,4.0,5.0,3,215,0,0,0,0,0,0.0,0,9,2009,6,5,123000
397,398,60,4,69.0,7590,2,0.0,1,2,2,1,1,8,5,8,5,5,1962,2,3,14,288.0,2,4,3,2.0,3.0,1.0,4.0,4.0,0,324,6,3,2,5.0,876,0,1812,0,0,2,0,1,2,8,7,3.0,2.0,1,264,4.0,5.0,3,0,168,0,0,0,0,0.0,0,7,2007,6,5,169500
398,399,30,2,60.0,8967,2,0.0,1,2,2,2,1,5,5,6,5,2,1920,2,3,6,0.0,2,2,2,1.0,1.0,1.0,5.0,4.0,0,961,6,4,2,1.0,1077,0,1077,0,0,1,0,1,2,6,1,0.0,1.0,1,338,1.0,1.0,1,0,0,0,0,0,0,0.0,0,11,2007,6,2,67000
399,400,60,5,65.0,8125,2,0.0,1,2,2,1,1,5,5,8,7,5,2006,2,3,15,100.0,3,4,6,3.0,3.0,1.0,6.0,4.0,0,280,6,5,2,5.0,1112,0,1550,1,0,2,0,1,3,7,7,0.0,3.0,2,438,4.0,5.0,3,0,168,0,0,0,0,0.0,0,10,2009,6,5,241000
400,401,120,4,38.0,14963,2,0.0,3,2,2,1,1,5,5,6,8,5,1996,2,3,12,0.0,3,4,6,3.0,3.0,1.0,6.0,4.0,0,474,6,5,2,5.0,1288,0,1288,1,0,1,1,1,4,4,7,4.0,3.0,2,500,4.0,5.0,3,120,30,0,0,224,0,0.0,0,12,2008,6,5,245500
401,402,20,4,65.0,8767,2,0.0,2,2,2,1,1,5,5,6,7,5,2005,2,3,14,0.0,3,4,6,3.0,3.0,3.0,6.0,4.0,0,1286,6,5,2,5.0,1310,0,1310,0,0,2,0,1,3,6,7,4.0,3.0,2,400,4.0,5.0,3,0,0,0,0,0,0,0.0,0,7,2006,8,6,164990
402,403,30,4,60.0,10200,2,0.0,1,2,2,1,1,5,5,6,5,8,1940,2,3,5,0.0,2,4,6,2.0,3.0,1.0,5.0,4.0,0,672,6,5,2,5.0,672,0,672,0,0,1,0,1,2,4,7,0.0,1.0,1,240,4.0,5.0,1,168,0,0,0,0,0,0.0,0,8,2008,6,5,108000
403,404,60,4,93.0,12090,2,0.0,1,2,2,2,1,5,5,8,8,5,1998,5,3,14,650.0,3,4,6,3.0,3.0,1.0,5.0,4.0,0,1141,6,4,2,5.0,1165,0,2263,0,0,2,1,1,3,10,7,3.0,3.0,2,420,4.0,5.0,3,144,123,0,0,0,0,0.0,0,7,2006,6,2,258000
404,405,60,4,0.0,10364,2,0.0,2,2,2,1,1,5,5,8,6,5,1995,2,3,6,0.0,2,4,6,3.0,3.0,1.0,5.0,4.0,0,806,6,4,2,5.0,806,0,1572,0,0,2,1,1,2,7,7,3.0,3.0,2,373,4.0,5.0,3,0,40,0,0,0,0,0.0,0,5,2007,6,5,168000
405,406,20,4,0.0,9991,2,0.0,2,2,2,2,1,3,5,6,4,4,1976,2,3,11,0.0,2,4,3,2.0,3.0,1.0,2.0,4.0,0,165,6,5,2,5.0,1620,0,1620,1,0,2,0,1,2,8,5,3.0,1.0,2,490,4.0,5.0,3,120,78,0,0,0,0,0.0,0,6,2009,6,5,150000
406,407,50,4,51.0,10480,2,0.0,1,2,2,1,1,5,5,3,6,5,1936,2,3,6,0.0,2,4,2,2.0,3.0,1.0,5.0,4.0,0,1064,6,5,2,4.0,1166,473,1639,0,0,1,0,1,2,6,1,0.0,1.0,1,240,4.0,5.0,3,0,0,0,0,0,0,0.0,0,3,2008,6,5,115000
407,408,70,4,63.0,15576,2,0.0,1,2,2,1,1,5,5,8,6,7,1915,2,3,11,0.0,2,4,2,3.0,3.0,1.0,5.0,4.0,0,840,6,5,2,5.0,840,0,1680,0,0,2,0,1,2,8,7,0.0,1.0,1,308,4.0,5.0,3,0,0,160,0,0,0,0.0,0,3,2008,6,5,177000
408,409,60,4,109.0,14154,2,0.0,1,2,2,2,1,5,5,8,7,5,2006,2,3,14,350.0,3,4,6,4.0,4.0,1.0,5.0,4.0,0,1063,6,5,2,5.0,1071,0,2172,0,0,2,1,1,3,9,7,4.0,2.0,3,947,4.0,5.0,3,192,62,0,0,0,0,0.0,0,8,2007,8,6,280000
409,410,60,5,85.0,10800,2,0.0,1,2,2,1,1,5,5,8,8,5,2007,2,3,14,100.0,3,4,6,4.0,3.0,1.0,6.0,4.0,0,245,6,5,2,5.0,1050,0,2078,1,0,2,1,1,4,8,7,4.0,3.0,3,836,4.0,5.0,3,0,102,0,0,0,0,0.0,0,4,2008,8,6,339750
410,411,20,4,68.0,9571,2,0.0,1,2,2,1,1,5,5,6,5,3,1958,2,3,3,0.0,2,2,3,2.0,2.0,1.0,5.0,4.0,0,1276,6,3,2,4.0,1276,0,1276,0,0,1,0,1,2,5,3,0.0,1.0,1,350,4.0,5.0,3,0,0,0,0,0,0,0.0,0,6,2009,5,2,60000
411,412,190,4,100.0,34650,2,0.0,1,1,2,1,1,5,5,6,5,5,1955,5,3,5,0.0,2,4,3,2.0,3.0,2.0,1.0,4.0,0,0,6,3,1,5.0,1056,0,1056,1,0,1,0,1,2,5,7,0.0,3.0,2,572,4.0,5.0,3,264,0,0,0,0,0,0.0,0,1,2006,6,5,145000
412,413,20,5,0.0,4403,2,0.0,3,2,2,1,1,5,5,6,7,5,2009,2,3,6,432.0,4,4,6,4.0,3.0,3.0,6.0,4.0,0,892,6,5,2,5.0,1478,0,1478,1,0,2,1,1,3,7,7,4.0,3.0,2,484,4.0,5.0,3,0,144,0,0,0,0,0.0,0,6,2010,8,6,222000
413,414,30,2,56.0,8960,2,1.0,1,2,2,1,1,1,5,6,5,6,1927,2,3,7,0.0,2,4,3,2.0,3.0,1.0,5.0,4.0,0,1008,6,4,2,4.0,1028,0,1028,0,0,1,0,1,2,5,7,4.0,1.0,2,360,4.0,5.0,3,0,0,130,0,0,0,0.0,0,3,2010,6,5,115000
414,415,60,4,59.0,11228,2,0.0,3,2,2,4,1,5,5,8,7,5,1993,2,3,14,0.0,3,4,6,3.0,3.0,1.0,2.0,5.0,531,499,6,5,2,5.0,1080,0,2097,0,1,2,1,1,3,9,7,3.0,1.0,3,678,4.0,5.0,3,196,187,0,0,0,0,0.0,0,12,2008,6,5,228000
415,416,20,4,73.0,8899,2,0.0,2,2,2,1,1,5,5,6,7,5,2007,2,3,14,0.0,3,4,6,3.0,3.0,3.0,6.0,4.0,0,1316,6,5,2,5.0,1340,0,1340,0,0,2,0,1,3,6,7,0.0,3.0,2,396,4.0,5.0,3,100,30,0,0,0,0,0.0,0,8,2007,8,6,181134
416,417,60,4,74.0,7844,2,0.0,1,2,2,1,1,5,5,8,6,7,1978,5,3,10,203.0,2,4,3,2.0,3.0,1.0,4.0,4.0,0,463,6,3,2,5.0,672,0,1400,0,0,1,1,1,2,6,7,3.0,3.0,2,440,4.0,5.0,3,0,0,0,0,0,0,0.0,0,3,2006,6,5,149500
417,418,70,4,86.0,22420,2,0.0,2,2,2,1,1,3,5,8,6,6,1918,5,3,8,0.0,2,4,2,3.0,3.0,1.0,2.0,4.0,0,242,5,3,1,4.0,1370,0,2624,1,0,2,1,1,2,10,7,4.0,1.0,3,864,4.0,5.0,1,0,0,0,0,0,0,0.0,0,11,2007,6,5,239000
418,419,50,4,60.0,8160,2,0.0,1,2,2,1,1,5,5,3,5,6,1940,2,3,6,0.0,2,4,2,2.0,3.0,1.0,4.0,4.0,0,444,6,2,1,3.0,756,0,1134,1,0,1,1,1,2,7,7,0.0,1.0,1,240,4.0,5.0,2,0,0,0,0,0,0,0.0,0,4,2007,6,1,126000
419,420,20,4,65.0,8450,2,0.0,1,2,2,1,1,5,5,6,5,6,1968,2,3,14,0.0,2,4,3,2.0,3.0,1.0,2.0,4.0,0,281,6,5,2,5.0,1056,0,1056,1,0,1,0,1,2,6,7,2.0,1.0,1,304,4.0,5.0,3,0,85,184,0,0,0,0.0,0,7,2010,6,5,142000
420,421,90,2,78.0,7060,2,0.0,1,2,2,1,1,5,5,2,7,5,1997,2,3,14,200.0,2,3,6,3.0,4.0,4.0,6.0,4.0,0,35,6,5,2,5.0,1344,0,1344,2,0,2,0,2,2,8,7,0.0,3.0,4,784,4.0,5.0,3,0,0,0,0,0,0,0.0,0,11,2008,6,4,206300
421,422,20,4,0.0,16635,2,0.0,2,2,2,3,1,5,5,6,6,7,1977,2,3,15,126.0,3,4,3,3.0,3.0,1.0,4.0,4.0,0,356,6,4,2,5.0,1602,0,1602,0,1,2,0,1,3,8,7,3.0,3.0,2,529,4.0,5.0,3,240,0,0,0,0,0,0.0,0,6,2009,6,5,215000
422,423,20,4,100.0,21750,2,0.0,1,4,2,1,2,1,5,6,5,5,1954,5,3,10,0.0,2,4,3,2.0,3.0,1.0,5.0,4.0,0,988,6,5,2,4.0,988,0,988,0,0,1,0,1,2,4,7,0.0,2.0,2,520,4.0,5.0,1,0,0,0,0,0,0,0.0,0,2,2008,6,5,113000
423,424,60,4,80.0,9200,2,0.0,1,2,2,1,1,5,5,8,8,5,1998,2,3,14,473.0,3,4,6,3.0,3.0,1.0,6.0,4.0,0,484,6,4,2,5.0,1470,0,2630,1,0,2,1,1,3,8,7,3.0,3.0,3,696,4.0,5.0,3,0,66,0,0,0,0,0.0,0,6,2008,6,5,315000
424,425,20,4,72.0,9000,2,0.0,1,2,2,1,1,5,5,6,6,5,1956,2,3,5,74.0,2,4,3,3.0,3.0,1.0,3.0,4.0,0,580,6,4,2,4.0,1196,0,1196,1,0,1,0,1,2,6,7,4.0,2.0,1,297,4.0,5.0,3,0,44,0,0,0,0,0.0,0,5,2008,6,5,139000
425,426,60,2,60.0,3378,2,1.0,1,4,2,1,1,5,5,8,7,8,1946,2,3,10,0.0,2,3,3,2.0,3.0,1.0,5.0,4.0,0,651,6,4,2,5.0,707,0,1389,0,0,1,1,1,2,6,7,4.0,1.0,1,240,4.0,5.0,2,0,0,126,0,0,0,0.0,0,9,2009,6,5,135000
426,427,80,4,0.0,12800,2,0.0,1,3,2,1,2,5,5,5,7,5,1989,2,3,5,145.0,3,4,6,3.0,3.0,4.0,6.0,4.0,0,0,6,4,2,5.0,1644,0,1644,1,1,2,0,1,3,5,7,3.0,3.0,2,569,4.0,5.0,3,80,0,0,0,396,0,0.0,0,8,2009,6,5,275000
427,428,20,4,77.0,8593,2,0.0,2,2,2,1,1,5,5,6,4,6,1957,5,3,6,0.0,2,4,3,2.0,3.0,1.0,1.0,4.0,0,619,6,5,2,5.0,907,0,907,0,0,1,0,1,2,5,7,0.0,1.0,1,352,4.0,5.0,3,0,0,0,0,0,0,0.0,0,7,2008,6,5,109008
428,429,20,4,64.0,6762,2,0.0,1,2,2,1,1,5,5,6,7,5,2007,2,3,14,108.0,3,4,6,3.0,3.0,1.0,6.0,4.0,0,544,6,5,2,5.0,1208,0,1208,1,0,2,0,1,3,6,7,0.0,2.0,2,628,4.0,5.0,3,105,54,0,0,0,0,0.0,0,9,2007,8,6,195400
429,430,20,4,130.0,11457,2,0.0,2,2,2,2,1,5,5,6,6,5,1988,2,3,10,0.0,2,4,3,3.0,3.0,2.0,6.0,4.0,0,387,6,3,2,5.0,1412,0,1412,1,0,2,0,1,3,6,7,3.0,1.0,2,576,4.0,5.0,3,0,0,169,0,0,0,0.0,0,3,2009,6,5,175000
430,431,160,2,21.0,1680,2,0.0,1,2,2,1,1,5,5,8,6,5,1971,2,3,10,232.0,2,4,3,2.0,3.0,1.0,4.0,4.0,0,96,6,3,2,5.0,483,0,987,0,0,1,1,1,2,4,7,0.0,1.0,1,264,4.0,5.0,3,0,0,0,0,0,0,0.0,0,7,2008,5,2,85400
431,432,50,2,60.0,5586,2,0.0,2,1,2,1,1,3,5,3,6,7,1920,2,3,6,0.0,2,4,2,2.0,3.0,1.0,5.0,4.0,0,901,6,4,2,5.0,1088,0,1198,0,0,1,0,1,2,7,7,0.0,0.0,0,0,0.0,0.0,1,0,98,0,0,0,0,0.0,0,9,2008,3,2,79900
432,433,160,2,24.0,1920,2,0.0,1,2,2,1,1,5,5,8,5,5,1971,2,3,10,376.0,2,4,3,2.0,3.0,1.0,4.0,4.0,0,294,6,5,2,5.0,765,0,1365,1,0,1,1,1,2,6,5,0.0,1.0,2,440,4.0,5.0,3,240,36,0,0,0,0,0.0,0,8,2007,6,5,122500
433,434,60,4,100.0,10839,2,0.0,2,2,2,2,1,5,5,8,6,5,1997,2,3,14,0.0,2,4,6,3.0,3.0,1.0,5.0,4.0,0,926,6,5,2,5.0,926,0,1604,0,0,2,1,1,2,7,7,3.0,3.0,2,470,4.0,5.0,3,0,36,0,0,0,0,0.0,0,7,2008,6,5,181000
434,435,180,2,21.0,1890,2,0.0,1,2,2,1,1,5,5,2,4,7,1972,2,3,15,0.0,2,3,3,3.0,3.0,3.0,4.0,4.0,0,135,6,4,2,5.0,630,0,630,1,0,1,0,1,2,3,7,0.0,0.0,0,0,0.0,0.0,3,88,0,0,0,0,0,0.0,0,6,2008,6,5,81000
435,436,60,4,43.0,10667,2,0.0,3,2,2,4,1,8,5,8,7,6,1996,2,3,14,0.0,3,4,6,3.0,3.0,3.0,6.0,6.0,344,70,6,5,2,5.0,827,0,1661,1,0,2,1,1,3,6,7,3.0,2.0,2,550,4.0,5.0,3,158,61,0,0,0,0,0.0,0,4,2009,4,5,212000
436,437,50,2,40.0,4400,2,0.0,1,2,2,1,1,5,5,3,6,8,1920,2,3,8,0.0,2,4,2,1.0,3.0,1.0,5.0,4.0,0,648,6,3,2,4.0,734,0,1118,0,0,1,0,1,2,6,7,0.0,1.0,2,440,4.0,5.0,3,0,0,0,0,0,0,0.0,0,10,2006,6,5,116000
437,438,45,2,50.0,6000,2,0.0,1,2,2,1,1,5,5,1,6,7,1926,2,3,5,0.0,3,4,6,2.0,3.0,1.0,5.0,4.0,0,884,6,4,2,5.0,904,0,904,0,0,1,0,1,2,4,7,0.0,1.0,1,180,4.0,5.0,3,0,0,105,0,0,0,0.0,0,1,2009,6,5,119000
438,439,30,4,40.0,4280,2,0.0,1,2,2,1,1,5,5,6,5,6,1913,2,3,8,0.0,2,4,6,2.0,3.0,1.0,3.0,4.0,0,75,6,3,1,5.0,694,0,694,0,0,1,0,1,3,4,7,4.0,1.0,1,352,5.0,5.0,2,0,0,34,0,0,0,0.0,0,3,2007,6,5,90350
439,440,50,4,67.0,12354,2,1.0,1,2,2,2,1,5,5,3,6,8,1920,2,3,5,0.0,2,4,2,2.0,2.0,2.0,5.0,4.0,0,684,6,4,2,5.0,684,0,1196,0,0,1,0,1,3,7,7,0.0,1.0,2,528,4.0,5.0,3,0,46,0,0,0,0,2.0,800,8,2009,2,5,110000
441,442,90,4,92.0,12108,2,0.0,1,2,2,1,1,5,5,6,4,4,1955,2,3,14,270.0,2,4,3,2.0,3.0,1.0,4.0,4.0,0,1307,6,3,1,3.0,1440,0,1440,0,0,2,0,2,1,8,7,0.0,0.0,0,0,0.0,0.0,3,0,0,0,0,0,0,0.0,0,9,2008,6,5,118000
442,443,50,2,52.0,6240,2,0.0,1,2,2,1,1,5,5,3,5,7,1930,2,3,6,0.0,2,4,6,2.0,3.0,1.0,5.0,4.0,0,1078,6,3,2,5.0,1128,0,1573,0,0,2,0,1,2,8,7,4.0,1.0,2,360,4.0,5.0,2,0,0,0,0,0,0,0.0,0,6,2008,6,5,162900
443,444,120,4,53.0,3922,2,0.0,1,2,2,1,1,5,5,6,7,5,2006,2,3,7,72.0,3,4,6,4.0,3.0,3.0,5.0,4.0,0,1258,6,5,2,5.0,1258,0,1258,0,0,2,0,1,3,6,7,4.0,3.0,3,648,4.0,5.0,3,144,16,0,0,0,0,0.0,0,6,2007,8,6,172500
444,445,60,4,70.0,8750,2,0.0,1,2,2,1,1,5,5,8,7,5,1994,2,3,14,0.0,3,3,6,3.0,3.0,1.0,6.0,4.0,0,273,6,5,2,5.0,933,0,1908,1,0,2,1,1,3,8,7,3.0,1.0,2,493,4.0,5.0,3,144,133,0,0,0,0,0.0,0,7,2008,6,5,210000
445,446,20,4,73.0,9855,2,0.0,1,2,2,2,1,5,5,6,6,5,1956,5,3,5,0.0,2,4,3,2.0,3.0,1.0,5.0,4.0,0,1436,6,2,2,5.0,1689,0,1689,0,0,1,0,1,2,7,7,4.0,1.0,2,480,4.0,5.0,3,0,0,0,0,0,0,0.0,0,11,2009,5,5,127500
446,447,20,4,137.0,16492,2,0.0,2,2,2,2,1,9,5,6,6,6,1966,2,3,11,0.0,3,4,3,2.0,3.0,1.0,4.0,2.0,713,557,6,5,2,5.0,1888,0,1888,0,0,2,1,1,3,6,3,4.0,3.0,2,578,4.0,5.0,3,0,0,0,0,0,0,0.0,0,6,2010,6,5,190000
447,448,60,4,0.0,11214,2,0.0,2,2,2,2,1,5,5,8,7,5,1998,2,3,14,0.0,3,4,6,3.0,3.0,1.0,5.0,4.0,0,930,6,4,2,5.0,956,0,1886,0,0,2,1,1,3,10,7,3.0,3.0,2,431,4.0,5.0,3,89,0,0,0,0,0,0.0,0,7,2006,6,5,199900
448,449,50,2,50.0,8600,2,0.0,1,1,2,1,1,5,5,3,6,6,1937,2,3,6,0.0,2,4,2,2.0,3.0,1.0,5.0,4.0,0,780,6,3,2,5.0,780,0,1376,0,0,2,0,1,2,7,7,4.0,1.0,1,198,4.0,5.0,1,0,0,0,0,0,0,0.0,0,6,2006,6,5,119500
449,450,50,2,50.0,6000,2,0.0,1,2,2,1,1,5,5,3,3,7,1948,2,3,6,0.0,2,3,3,2.0,3.0,1.0,4.0,4.0,0,318,6,5,2,5.0,679,0,1183,0,0,1,1,1,2,6,7,0.0,1.0,1,308,4.0,5.0,3,0,176,0,0,0,0,0.0,0,6,2007,6,5,120000
450,451,30,2,70.0,5684,2,0.0,1,2,2,1,1,5,5,6,6,8,1930,5,3,5,0.0,2,4,2,2.0,3.0,1.0,5.0,4.0,0,813,6,5,2,4.0,813,0,813,0,0,1,0,1,3,5,7,0.0,1.0,1,270,2.0,2.0,1,0,113,0,0,0,0,0.0,0,6,2006,6,5,110000
